STATIONS_ID	DAY	TEMPERATURE_AVERAGE
73	19880712	16.8
73	19880713	20.1
73	19880714	15.7
73	19880715	12.8
73	19880716	13.4
73	19880717	15.3
73	19880718	16.3
73	19880719	15.5
73	19880720	19.0
73	19880721	21.6
73	19880722	23.2
73	19880723	25.1
73	19880724	21.8
73	19880725	18.2
73	19880726	21.6
73	19880727	17.0
73	19880728	16.5
73	19880729	18.8
73	19880730	16.2
73	19880731	17.4
73	19880801	23.4
73	19880802	21.5
73	19880803	14.9
73	19880804	12.9
73	19880805	14.8
73	19880806	17.1
73	19880807	20.3
73	19880808	20.6
73	19880809	18.8
73	19880810	19.9
73	19880811	21.8
73	19880812	23.2
73	19880813	20.6
73	19880814	22.3
73	19880815	23.1
73	19880816	21.2
73	19880817	18.4
73	19880818	17.8
73	19880819	21.4
73	19880820	16.0
73	19880821	15.8
73	19880822	14.4
73	19880823	13.4
73	19880824	15.2
73	19880825	12.6
73	19880826	13.6
73	19880827	14.8
73	19880828	18.4
73	19880829	17.6
73	19880830	14.1
73	19880831	16.1
73	19880901	19.0
73	19880902	13.8
73	19880903	14.1
73	19880904	14.6
73	19880905	17.9
73	19880906	15.0
73	19880907	13.0
73	19880908	13.2
73	19880909	12.9
73	19880910	12.6
73	19880911	16.1
73	19880912	16.8
73	19880913	12.4
73	19880914	9.4
73	19880915	10.6
73	19880916	11.7
73	19880917	11.4
73	19880918	12.4
73	19880919	12.8
73	19880920	12.7
73	19880921	12.5
73	19880922	13.0
73	19880923	13.2
73	19880924	12.9
73	19880925	13.9
73	19880926	15.1
73	19880927	13.3
73	19880928	15.9
73	19880929	16.0
73	19880930	11.4
73	19881001	12.0
73	19881002	11.3
73	19881003	10.9
73	19881004	8.6
73	19881005	12.3
73	19881006	12.0
73	19881007	9.4
73	19881008	8.0
73	19881009	11.2
73	19881010	11.8
73	19881011	12.8
73	19881012	14.2
73	19881013	12.8
73	19881014	14.2
73	19881015	12.8
73	19881016	13.5
73	19881017	12.4
73	19881018	12.8
73	19881019	12.4
73	19881020	11.2
73	19881021	9.6
73	19881022	8.8
73	19881023	7.5
73	19881024	10.0
73	19881025	9.2
73	19881026	4.6
73	19881027	6.2
73	19881028	7.6
73	19881029	5.8
73	19881030	2.2
73	19881031	3.0
73	19881101	2.7
73	19881102	3.2
73	19881103	1.4
73	19881104	-0.4
73	19881105	-2.4
73	19881106	0.6
73	19881107	0.2
73	19881108	0.4
73	19881109	0.4
73	19881110	2.0
73	19881111	1.1
73	19881112	-1.2
73	19881113	2.4
73	19881114	5.4
73	19881115	6.6
73	19881116	6.9
73	19881117	3.8
73	19881118	4.6
73	19881119	2.7
73	19881120	1.3
73	19881121	-1.5
73	19881122	-6.3
73	19881123	-5.1
73	19881124	-1.3
73	19881125	1.2
73	19881126	1.1
73	19881127	2.1
73	19881128	1.0
73	19881129	5.4
73	19881130	3.0
73	19881201	0.1
73	19881202	0.1
73	19881203	0.6
73	19881204	4.3
73	19881205	3.4
73	19881206	2.4
73	19881207	1.0
73	19881208	0.8
73	19881209	1.6
73	19881210	4.5
73	19881211	7.0
73	19881212	4.1
73	19881213	3.5
73	19881214	1.8
73	19881215	-3.1
73	19881216	-5.6
73	19881217	-4.7
73	19881218	0.4
73	19881219	4.2
73	19881220	0.8
73	19881221	0.9
73	19881222	2.6
73	19881223	5.7
73	19881224	9.0
73	19881225	4.4
73	19881226	2.9
73	19881227	4.7
73	19881228	5.6
73	19881229	2.2
73	19881230	1.6
73	19881231	1.3
73	19890101	1.8
73	19890102	1.8
73	19890103	-1.7
73	19890104	-3.1
73	19890105	-2.2
73	19890106	1.0
73	19890107	2.1
73	19890108	5.5
73	19890109	4.9
73	19890110	4.5
73	19890111	2.2
73	19890112	0.7
73	19890113	1.5
73	19890114	1.0
73	19890115	1.6
73	19890116	1.2
73	19890117	1.0
73	19890118	2.4
73	19890119	0.2
73	19890120	-0.3
73	19890121	-1.3
73	19890122	-0.8
73	19890123	1.0
73	19890124	-0.7
73	19890125	-2.1
73	19890126	-2.1
73	19890127	-2.5
73	19890128	-2.8
73	19890129	-1.8
73	19890130	-2.4
73	19890131	-1.3
73	19890201	0.2
73	19890202	0.0
73	19890203	-1.5
73	19890204	-1.9
73	19890205	0.2
73	19890206	2.4
73	19890207	0.6
73	19890208	-0.1
73	19890209	1.4
73	19890210	0.2
73	19890211	0.1
73	19890212	1.5
73	19890213	1.3
73	19890214	2.2
73	19890215	4.2
73	19890216	3.5
73	19890217	0.8
73	19890218	4.3
73	19890219	7.0
73	19890220	9.9
73	19890221	4.8
73	19890222	3.6
73	19890223	4.6
73	19890224	6.7
73	19890225	7.0
73	19890226	2.4
73	19890227	4.3
73	19890228	2.6
73	19890301	5.9
73	19890302	5.2
73	19890303	6.5
73	19890304	6.3
73	19890305	6.4
73	19890306	6.6
73	19890307	6.1
73	19890308	5.5
73	19890309	2.6
73	19890310	4.9
73	19890311	8.3
73	19890312	8.1
73	19890313	9.3
73	19890314	4.3
73	19890315	7.7
73	19890316	9.1
73	19890317	9.9
73	19890318	5.2
73	19890319	5.4
73	19890320	4.9
73	19890321	5.8
73	19890322	8.3
73	19890323	3.8
73	19890324	6.3
73	19890325	9.6
73	19890326	6.2
73	19890327	9.7
73	19890328	10.8
73	19890329	10.8
73	19890330	12.2
73	19890331	12.8
73	19890401	9.2
73	19890402	3.8
73	19890403	5.4
73	19890404	10.0
73	19890405	9.7
73	19890406	8.8
73	19890407	9.0
73	19890408	11.2
73	19890409	9.6
73	19890410	10.5
73	19890411	12.5
73	19890412	17.1
73	19890413	17.4
73	19890414	7.7
73	19890415	6.6
73	19890416	9.8
73	19890417	7.6
73	19890418	6.3
73	19890419	8.4
73	19890420	10.8
73	19890421	13.2
73	19890422	7.4
73	19890423	5.2
73	19890424	12.0
73	19890425	10.4
73	19890426	16.4
73	19890427	5.5
73	19890428	4.4
73	19890429	4.4
73	19890430	6.0
73	19890501	6.9
73	19890502	9.0
73	19890503	12.5
73	19890504	13.1
73	19890505	15.4
73	19890506	10.5
73	19890507	7.6
73	19890508	9.3
73	19890509	13.3
73	19890510	14.5
73	19890511	13.8
73	19890512	14.5
73	19890513	12.1
73	19890514	9.8
73	19890515	12.0
73	19890516	13.2
73	19890517	16.2
73	19890518	17.9
73	19890519	15.4
73	19890520	16.1
73	19890521	17.0
73	19890522	16.4
73	19890523	17.0
73	19890524	18.1
73	19890525	18.9
73	19890526	17.7
73	19890527	19.4
73	19890528	17.3
73	19890529	17.4
73	19890530	16.6
73	19890531	15.2
73	19890601	17.1
73	19890602	11.6
73	19890603	13.4
73	19890604	10.5
73	19890605	10.0
73	19890606	11.5
73	19890607	12.2
73	19890608	11.2
73	19890609	14.4
73	19890610	17.1
73	19890611	15.8
73	19890612	16.6
73	19890613	13.8
73	19890614	14.6
73	19890615	14.8
73	19890616	15.2
73	19890617	14.6
73	19890618	16.8
73	19890619	16.1
73	19890620	18.0
73	19890621	20.4
73	19890622	18.2
73	19890623	12.3
73	19890624	14.4
73	19890625	18.8
73	19890626	21.2
73	19890627	21.9
73	19890628	14.4
73	19890629	15.6
73	19890630	16.4
73	19890701	18.2
73	19890702	17.6
73	19890703	16.5
73	19890704	23.0
73	19890705	20.4
73	19890706	23.0
73	19890707	22.9
73	19890708	22.1
73	19890709	19.9
73	19890710	21.2
73	19890711	19.2
73	19890712	19.1
73	19890713	17.6
73	19890714	16.4
73	19890715	16.3
73	19890716	18.1
73	19890717	16.4
73	19890718	14.6
73	19890719	15.0
73	19890720	16.4
73	19890721	18.1
73	19890722	19.4
73	19890723	22.0
73	19890724	21.5
73	19890725	20.6
73	19890726	20.2
73	19890727	18.0
73	19890728	18.0
73	19890729	17.0
73	19890730	18.7
73	19890731	14.1
73	19890801	11.3
73	19890802	11.7
73	19890803	12.6
73	19890804	16.2
73	19890805	18.0
73	19890806	18.4
73	19890807	20.2
73	19890808	19.2
73	19890809	18.4
73	19890810	19.0
73	19890811	18.5
73	19890812	19.7
73	19890813	19.4
73	19890814	22.0
73	19890815	22.6
73	19890816	23.8
73	19890817	20.9
73	19890818	19.4
73	19890819	19.3
73	19890820	20.1
73	19890821	20.6
73	19890822	21.4
73	19890823	20.8
73	19890824	18.1
73	19890825	18.0
73	19890826	15.8
73	19890827	17.3
73	19890828	11.9
73	19890829	11.1
73	19890830	11.6
73	19890831	11.8
73	19890901	14.3
73	19890902	14.1
73	19890903	11.8
73	19890904	11.2
73	19890905	13.5
73	19890906	12.4
73	19890907	11.7
73	19890908	13.8
73	19890909	12.6
73	19890910	13.3
73	19890911	15.1
73	19890912	15.4
73	19890913	15.4
73	19890914	14.5
73	19890915	13.6
73	19890916	16.6
73	19890917	16.5
73	19890918	17.0
73	19890919	19.0
73	19890920	18.7
73	19890921	18.0
73	19890922	17.1
73	19890923	17.5
73	19890924	15.6
73	19890925	15.1
73	19890926	14.3
73	19890927	10.4
73	19890928	10.6
73	19890929	9.3
73	19890930	9.8
73	19891001	11.6
73	19891002	11.0
73	19891003	7.7
73	19891004	5.0
73	19891005	5.9
73	19891006	10.2
73	19891007	9.4
73	19891008	8.5
73	19891009	7.4
73	19891010	7.2
73	19891011	7.2
73	19891012	7.8
73	19891013	7.0
73	19891014	9.4
73	19891015	7.9
73	19891016	6.2
73	19891017	6.2
73	19891018	6.9
73	19891019	7.4
73	19891020	8.8
73	19891021	11.1
73	19891022	10.2
73	19891023	11.0
73	19891024	10.4
73	19891025	10.0
73	19891026	10.1
73	19891027	11.5
73	19891028	10.5
73	19891029	10.4
73	19891030	13.0
73	19891031	10.0
73	19891101	11.1
73	19891102	9.4
73	19891103	8.7
73	19891104	7.4
73	19891105	5.1
73	19891106	4.6
73	19891107	3.2
73	19891108	2.5
73	19891109	3.9
73	19891110	3.2
73	19891111	2.2
73	19891112	0.8
73	19891113	0.5
73	19891114	-0.4
73	19891115	1.4
73	19891116	1.4
73	19891117	1.0
73	19891118	0.3
73	19891119	0.5
73	19891120	-0.8
73	19891121	-0.2
73	19891122	0.8
73	19891123	-2.5
73	19891124	-1.8
73	19891125	-7.4
73	19891126	-5.9
73	19891127	1.2
73	19891128	0.8
73	19891129	-4.5
73	19891130	-5.8
73	19891201	-6.1
73	19891202	-5.0
73	19891203	-4.5
73	19891204	-6.1
73	19891205	-5.2
73	19891206	-2.8
73	19891207	-1.9
73	19891208	-4.2
73	19891209	-3.6
73	19891210	-7.5
73	19891211	-6.1
73	19891212	-1.7
73	19891213	4.6
73	19891214	4.1
73	19891215	5.5
73	19891216	7.0
73	19891217	6.6
73	19891218	6.5
73	19891219	6.0
73	19891220	4.0
73	19891221	6.4
73	19891222	5.0
73	19891223	3.8
73	19891224	4.1
73	19891225	1.7
73	19891226	0.2
73	19891227	-3.4
73	19891228	-3.7
73	19891229	-3.4
73	19891230	-2.4
73	19891231	-3.3
73	19900101	-3.0
73	19900102	-2.9
73	19900103	-0.9
73	19900104	-4.1
73	19900105	-4.2
73	19900106	-5.4
73	19900107	-9.0
73	19900108	-13.0
73	19900109	-9.0
73	19900110	-5.9
73	19900111	-6.8
73	19900112	-8.6
73	19900113	-10.0
73	19900114	-4.2
73	19900115	-4.8
73	19900116	0.7
73	19900117	1.5
73	19900118	1.7
73	19900119	-0.4
73	19900120	0.4
73	19900121	0.9
73	19900122	0.0
73	19900123	-0.8
73	19900124	3.7
73	19900125	3.6
73	19900126	5.7
73	19900127	3.3
73	19900128	2.1
73	19900129	1.2
73	19900130	1.5
73	19900131	3.9
73	19900201	0.9
73	19900202	2.0
73	19900203	3.7
73	19900204	3.4
73	19900205	0.7
73	19900206	-0.1
73	19900207	2.3
73	19900208	7.4
73	19900209	2.6
73	19900210	3.4
73	19900211	2.5
73	19900212	1.4
73	19900213	2.0
73	19900214	5.4
73	19900215	2.5
73	19900216	1.9
73	19900217	1.7
73	19900218	4.8
73	19900219	6.2
73	19900220	6.1
73	19900221	5.5
73	19900222	6.7
73	19900223	4.2
73	19900224	5.2
73	19900225	7.0
73	19900226	8.5
73	19900227	3.4
73	19900228	4.3
73	19900301	3.8
73	19900302	0.9
73	19900303	1.4
73	19900304	3.8
73	19900305	3.9
73	19900306	7.6
73	19900307	5.7
73	19900308	5.3
73	19900309	7.1
73	19900310	8.4
73	19900311	10.9
73	19900312	8.2
73	19900313	5.6
73	19900314	8.5
73	19900315	8.3
73	19900316	6.0
73	19900317	7.4
73	19900318	8.1
73	19900319	7.2
73	19900320	10.2
73	19900321	14.6
73	19900322	12.8
73	19900323	7.3
73	19900324	7.1
73	19900325	4.0
73	19900326	3.7
73	19900327	7.4
73	19900328	5.3
73	19900329	6.2
73	19900330	8.2
73	19900331	7.6
73	19900401	10.7
73	19900402	10.5
73	19900403	11.7
73	19900404	5.1
73	19900405	5.8
73	19900406	7.6
73	19900407	5.4
73	19900408	3.9
73	19900409	5.8
73	19900410	6.1
73	19900411	4.5
73	19900412	6.3
73	19900413	6.0
73	19900414	9.7
73	19900415	6.9
73	19900416	6.4
73	19900417	6.8
73	19900418	7.0
73	19900419	6.9
73	19900420	10.7
73	19900421	11.2
73	19900422	10.4
73	19900423	7.8
73	19900424	8.9
73	19900425	9.6
73	19900426	8.6
73	19900427	8.0
73	19900428	6.9
73	19900429	8.2
73	19900430	11.2
73	19900501	14.4
73	19900502	16.3
73	19900503	15.1
73	19900504	15.4
73	19900505	18.2
73	19900506	15.6
73	19900507	16.0
73	19900508	15.2
73	19900509	17.3
73	19900510	16.6
73	19900511	15.2
73	19900512	13.8
73	19900513	16.5
73	19900514	14.8
73	19900515	16.4
73	19900516	18.0
73	19900517	17.2
73	19900518	15.6
73	19900519	16.1
73	19900520	16.8
73	19900521	17.8
73	19900522	18.4
73	19900523	20.1
73	19900524	17.6
73	19900525	11.2
73	19900526	11.8
73	19900527	13.1
73	19900528	12.2
73	19900529	11.3
73	19900530	12.3
73	19900531	14.4
73	19900601	16.3
73	19900602	14.6
73	19900603	13.4
73	19900604	13.4
73	19900605	15.5
73	19900606	13.4
73	19900607	16.8
73	19900608	12.8
73	19900609	13.0
73	19900610	11.1
73	19900611	12.2
73	19900612	14.6
73	19900613	14.8
73	19900614	15.9
73	19900615	13.6
73	19900616	13.0
73	19900617	15.3
73	19900618	17.1
73	19900619	19.2
73	19900620	19.6
73	19900621	16.6
73	19900622	14.9
73	19900623	13.0
73	19900624	15.3
73	19900625	18.8
73	19900626	21.4
73	19900627	21.8
73	19900628	19.4
73	19900629	22.6
73	19900630	23.2
73	19900701	17.6
73	19900702	15.6
73	19900703	17.5
73	19900704	13.8
73	19900705	15.7
73	19900706	12.7
73	19900707	14.2
73	19900708	15.9
73	19900709	21.0
73	19900710	15.6
73	19900711	14.4
73	19900712	17.8
73	19900713	19.9
73	19900714	17.1
73	19900715	16.3
73	19900716	19.0
73	19900717	18.6
73	19900718	15.2
73	19900719	14.8
73	19900720	18.3
73	19900721	19.7
73	19900722	20.7
73	19900723	19.1
73	19900724	16.9
73	19900725	17.2
73	19900726	18.4
73	19900727	19.2
73	19900728	20.3
73	19900729	21.6
73	19900730	23.9
73	19900731	21.7
73	19900801	22.0
73	19900802	21.7
73	19900803	22.0
73	19900804	20.2
73	19900805	22.3
73	19900806	18.9
73	19900807	14.0
73	19900808	15.1
73	19900809	16.0
73	19900810	19.8
73	19900811	19.2
73	19900812	21.0
73	19900813	21.3
73	19900814	21.2
73	19900815	18.8
73	19900816	21.0
73	19900817	13.1
73	19900818	14.8
73	19900819	17.1
73	19900820	19.7
73	19900821	14.8
73	19900822	13.2
73	19900823	16.2
73	19900824	16.9
73	19900825	20.3
73	19900826	19.5
73	19900827	20.5
73	19900828	19.8
73	19900829	20.0
73	19900830	20.0
73	19900831	19.4
73	19900901	15.6
73	19900902	16.0
73	19900903	14.4
73	19900904	15.8
73	19900905	12.5
73	19900906	13.2
73	19900907	11.5
73	19900908	12.8
73	19900909	12.7
73	19900910	11.0
73	19900911	11.4
73	19900912	11.6
73	19900913	11.6
73	19900914	11.7
73	19900915	12.4
73	19900916	10.0
73	19900917	10.7
73	19900918	9.3
73	19900919	13.9
73	19900920	13.1
73	19900921	11.0
73	19900922	12.1
73	19900923	15.2
73	19900924	10.8
73	19900925	11.0
73	19900926	9.8
73	19900927	9.7
73	19900928	8.3
73	19900929	11.7
73	19900930	15.2
73	19901001	17.2
73	19901002	11.9
73	19901003	13.5
73	19901004	11.6
73	19901005	8.6
73	19901006	11.8
73	19901007	12.8
73	19901008	8.2
73	19901009	6.3
73	19901010	6.9
73	19901011	8.3
73	19901012	12.2
73	19901013	14.2
73	19901014	13.0
73	19901015	15.2
73	19901016	14.4
73	19901017	12.3
73	19901018	10.6
73	19901019	10.6
73	19901020	11.1
73	19901021	6.7
73	19901022	4.5
73	19901023	3.7
73	19901024	4.2
73	19901025	4.3
73	19901026	4.6
73	19901027	6.3
73	19901028	7.0
73	19901029	7.6
73	19901030	7.4
73	19901031	7.6
73	19901101	7.6
73	19901102	6.7
73	19901103	3.7
73	19901104	3.8
73	19901105	1.7
73	19901106	1.0
73	19901107	1.8
73	19901108	2.4
73	19901109	1.4
73	19901110	0.2
73	19901111	4.4
73	19901112	6.3
73	19901113	4.6
73	19901114	5.5
73	19901115	7.0
73	19901116	5.3
73	19901117	11.7
73	19901118	8.2
73	19901119	3.8
73	19901120	5.9
73	19901121	5.1
73	19901122	4.7
73	19901123	3.9
73	19901124	0.8
73	19901125	6.4
73	19901126	3.2
73	19901127	2.0
73	19901128	3.0
73	19901129	2.7
73	19901130	0.1
73	19901201	-1.8
73	19901202	-1.2
73	19901203	-0.6
73	19901204	0.9
73	19901205	0.4
73	19901206	-4.4
73	19901207	-6.6
73	19901208	-5.3
73	19901209	-0.3
73	19901210	0.2
73	19901211	-2.6
73	19901212	0.4
73	19901213	-2.7
73	19901214	-1.0
73	19901215	-3.8
73	19901216	-2.0
73	19901217	-4.6
73	19901218	-6.1
73	19901219	-2.6
73	19901220	-2.8
73	19901221	0.2
73	19901222	1.2
73	19901223	2.2
73	19901224	-1.2
73	19901225	-2.6
73	19901226	-1.8
73	19901227	4.2
73	19901228	0.8
73	19901229	1.4
73	19901230	3.0
73	19901231	3.5
73	19910101	2.5
73	19910102	1.9
73	19910103	7.0
73	19910104	5.6
73	19910105	2.4
73	19910106	4.9
73	19910107	5.4
73	19910108	3.2
73	19910109	2.5
73	19910110	5.2
73	19910111	7.0
73	19910112	4.9
73	19910113	3.0
73	19910114	2.0
73	19910115	-0.2
73	19910116	0.3
73	19910117	-3.9
73	19910118	-5.4
73	19910119	-5.7
73	19910120	-2.1
73	19910121	0.2
73	19910122	-6.6
73	19910123	-2.7
73	19910124	-2.2
73	19910125	-3.9
73	19910126	-3.3
73	19910127	-2.6
73	19910128	-3.1
73	19910129	-3.5
73	19910130	-2.8
73	19910131	-6.0
73	19910201	-9.1
73	19910202	-8.1
73	19910203	-6.0
73	19910204	-7.3
73	19910205	-7.8
73	19910206	-10.3
73	19910207	-10.6
73	19910208	-4.6
73	19910209	-2.9
73	19910210	0.7
73	19910211	-5.4
73	19910212	-5.9
73	19910213	-4.9
73	19910214	-5.1
73	19910215	-4.6
73	19910216	-0.4
73	19910217	-6.2
73	19910218	-9.8
73	19910219	-2.8
73	19910220	-5.0
73	19910221	-4.0
73	19910222	-3.3
73	19910223	0.5
73	19910224	1.8
73	19910225	1.1
73	19910226	0.5
73	19910227	0.5
73	19910228	0.6
73	19910301	0.8
73	19910302	1.8
73	19910303	2.8
73	19910304	3.2
73	19910305	3.6
73	19910306	4.2
73	19910307	5.2
73	19910308	11.2
73	19910309	9.3
73	19910310	7.2
73	19910311	7.0
73	19910312	6.0
73	19910313	5.6
73	19910314	4.1
73	19910315	6.5
73	19910316	7.4
73	19910317	7.9
73	19910318	9.0
73	19910319	9.8
73	19910320	12.0
73	19910321	12.8
73	19910322	8.9
73	19910323	7.2
73	19910324	10.2
73	19910325	9.2
73	19910326	5.6
73	19910327	2.4
73	19910328	1.6
73	19910329	1.7
73	19910330	4.1
73	19910331	6.8
73	19910401	7.9
73	19910402	10.1
73	19910403	11.6
73	19910404	9.2
73	19910405	9.8
73	19910406	7.3
73	19910407	9.0
73	19910408	6.2
73	19910409	8.2
73	19910410	7.8
73	19910411	9.4
73	19910412	11.3
73	19910413	11.8
73	19910414	11.0
73	19910415	10.1
73	19910416	10.4
73	19910417	3.2
73	19910418	3.0
73	19910419	2.8
73	19910420	2.8
73	19910421	2.3
73	19910422	3.5
73	19910423	4.6
73	19910424	5.1
73	19910425	7.4
73	19910426	9.4
73	19910427	10.6
73	19910428	10.0
73	19910429	10.0
73	19910430	9.4
73	19910501	11.6
73	19910502	9.1
73	19910503	6.8
73	19910504	7.3
73	19910505	6.4
73	19910506	6.3
73	19910507	8.6
73	19910508	8.9
73	19910509	12.9
73	19910510	13.1
73	19910511	11.2
73	19910512	9.0
73	19910513	11.0
73	19910514	12.0
73	19910515	7.8
73	19910516	7.3
73	19910517	7.6
73	19910518	8.7
73	19910519	11.1
73	19910520	11.9
73	19910521	15.2
73	19910522	18.1
73	19910523	10.2
73	19910524	7.4
73	19910525	8.8
73	19910526	7.9
73	19910527	11.2
73	19910528	11.8
73	19910529	13.0
73	19910530	14.7
73	19910531	16.4
73	19910601	17.2
73	19910602	14.9
73	19910603	13.8
73	19910604	10.0
73	19910605	9.6
73	19910606	12.6
73	19910607	15.8
73	19910608	15.8
73	19910609	17.2
73	19910610	18.2
73	19910611	14.7
73	19910612	18.6
73	19910613	17.9
73	19910614	14.8
73	19910615	19.9
73	19910616	17.2
73	19910617	11.6
73	19910618	10.7
73	19910619	12.0
73	19910620	14.0
73	19910621	15.6
73	19910622	20.1
73	19910623	20.4
73	19910624	19.6
73	19910625	19.0
73	19910626	22.1
73	19910627	13.8
73	19910628	12.5
73	19910629	13.0
73	19910630	15.0
73	19910701	18.4
73	19910702	20.8
73	19910703	19.8
73	19910704	21.8
73	19910705	24.0
73	19910706	22.6
73	19910707	23.6
73	19910708	24.0
73	19910709	20.1
73	19910710	23.0
73	19910711	25.4
73	19910712	25.4
73	19910713	20.8
73	19910714	17.0
73	19910715	19.4
73	19910716	19.8
73	19910717	17.7
73	19910718	17.6
73	19910719	18.6
73	19910720	20.2
73	19910721	18.8
73	19910722	18.1
73	19910723	19.9
73	19910724	19.5
73	19910725	15.4
73	19910726	14.6
73	19910727	16.8
73	19910728	17.0
73	19910729	19.2
73	19910730	21.2
73	19910731	18.9
73	19910801	15.7
73	19910802	16.4
73	19910803	18.3
73	19910804	19.7
73	19910805	19.6
73	19910806	20.3
73	19910807	22.3
73	19910808	24.3
73	19910809	21.5
73	19910810	20.8
73	19910811	22.2
73	19910812	22.8
73	19910813	21.0
73	19910814	19.4
73	19910815	18.8
73	19910816	19.7
73	19910817	19.6
73	19910818	16.2
73	19910819	14.2
73	19910820	14.7
73	19910821	17.6
73	19910822	19.7
73	19910823	19.7
73	19910824	19.6
73	19910825	17.4
73	19910826	16.7
73	19910827	15.4
73	19910828	16.8
73	19910829	14.0
73	19910830	13.4
73	19910831	15.7
73	19910901	17.6
73	19910902	17.4
73	19910903	16.4
73	19910904	17.5
73	19910905	17.8
73	19910906	14.2
73	19910907	12.4
73	19910908	12.4
73	19910909	12.4
73	19910910	14.9
73	19910911	16.0
73	19910912	14.8
73	19910913	15.6
73	19910914	14.1
73	19910915	17.0
73	19910916	15.9
73	19910917	16.8
73	19910918	13.7
73	19910919	13.4
73	19910920	14.4
73	19910921	14.8
73	19910922	16.6
73	19910923	12.4
73	19910924	14.1
73	19910925	14.6
73	19910926	17.0
73	19910927	11.9
73	19910928	11.4
73	19910929	14.7
73	19910930	13.4
73	19911001	14.5
73	19911002	11.8
73	19911003	9.3
73	19911004	9.3
73	19911005	11.2
73	19911006	12.2
73	19911007	12.6
73	19911008	13.8
73	19911009	10.8
73	19911010	11.2
73	19911011	11.9
73	19911012	13.3
73	19911013	11.7
73	19911014	11.7
73	19911015	10.1
73	19911016	8.6
73	19911017	10.5
73	19911018	8.0
73	19911019	5.5
73	19911020	4.8
73	19911021	4.0
73	19911022	2.4
73	19911023	4.4
73	19911024	6.8
73	19911025	5.7
73	19911026	2.1
73	19911027	0.5
73	19911028	-0.5
73	19911029	0.3
73	19911030	-1.0
73	19911031	-1.7
73	19911101	-1.0
73	19911102	3.5
73	19911103	6.2
73	19911104	5.7
73	19911105	5.6
73	19911106	3.7
73	19911107	4.0
73	19911108	8.5
73	19911109	4.8
73	19911110	1.9
73	19911111	0.8
73	19911112	5.2
73	19911113	4.6
73	19911114	4.2
73	19911115	4.4
73	19911116	3.1
73	19911117	1.5
73	19911118	2.2
73	19911119	4.6
73	19911120	3.5
73	19911121	2.8
73	19911122	2.5
73	19911123	0.4
73	19911124	1.8
73	19911125	3.2
73	19911126	2.4
73	19911127	3.1
73	19911128	2.3
73	19911129	1.6
73	19911130	1.6
73	19911201	0.1
73	19911202	-2.9
73	19911203	-1.2
73	19911204	-1.6
73	19911205	-1.0
73	19911206	-1.6
73	19911207	0.4
73	19911208	0.7
73	19911209	-7.7
73	19911210	-9.4
73	19911211	-7.4
73	19911212	-7.3
73	19911213	-8.6
73	19911214	-10.4
73	19911215	-12.1
73	19911216	-10.6
73	19911217	-3.1
73	19911218	2.4
73	19911219	3.9
73	19911220	3.0
73	19911221	0.5
73	19911222	4.7
73	19911223	9.2
73	19911224	3.3
73	19911225	1.2
73	19911226	1.0
73	19911227	2.8
73	19911228	-1.2
73	19911229	-3.3
73	19911230	0.8
73	19911231	-1.6
73	19920101	-2.9
73	19920102	-4.2
73	19920103	-4.1
73	19920104	0.0
73	19920105	2.9
73	19920106	3.0
73	19920107	0.2
73	19920108	-0.4
73	19920109	2.0
73	19920110	3.2
73	19920111	1.8
73	19920112	2.1
73	19920113	1.8
73	19920114	0.3
73	19920115	3.0
73	19920116	1.7
73	19920117	2.7
73	19920118	2.0
73	19920119	1.4
73	19920120	-3.1
73	19920121	-5.8
73	19920122	-2.5
73	19920123	-2.2
73	19920124	-2.6
73	19920125	-2.4
73	19920126	-2.0
73	19920127	-0.6
73	19920128	-2.6
73	19920129	-1.4
73	19920130	-1.7
73	19920131	-1.6
73	19920201	-0.8
73	19920202	-2.0
73	19920203	0.7
73	19920204	1.2
73	19920205	2.9
73	19920206	4.6
73	19920207	3.0
73	19920208	0.6
73	19920209	-0.4
73	19920210	2.6
73	19920211	2.2
73	19920212	5.6
73	19920213	7.0
73	19920214	3.9
73	19920215	4.5
73	19920216	2.7
73	19920217	-1.1
73	19920218	-3.4
73	19920219	-3.1
73	19920220	-2.1
73	19920221	0.5
73	19920222	0.5
73	19920223	3.4
73	19920224	1.8
73	19920225	1.8
73	19920226	3.0
73	19920227	3.2
73	19920228	3.0
73	19920229	3.5
73	19920301	3.4
73	19920302	4.4
73	19920303	6.7
73	19920304	5.1
73	19920305	6.7
73	19920306	5.6
73	19920307	5.4
73	19920308	4.0
73	19920309	3.4
73	19920310	3.0
73	19920311	3.9
73	19920312	7.6
73	19920313	10.4
73	19920314	2.1
73	19920315	1.8
73	19920316	2.4
73	19920317	3.2
73	19920318	4.5
73	19920319	6.6
73	19920320	7.0
73	19920321	8.4
73	19920322	5.6
73	19920323	4.7
73	19920324	4.4
73	19920325	3.0
73	19920326	2.8
73	19920327	2.2
73	19920328	2.5
73	19920329	1.5
73	19920330	4.8
73	19920331	10.0
73	19920401	4.2
73	19920402	5.7
73	19920403	7.7
73	19920404	6.3
73	19920405	5.2
73	19920406	4.0
73	19920407	4.7
73	19920408	6.3
73	19920409	6.2
73	19920410	7.2
73	19920411	7.9
73	19920412	9.2
73	19920413	8.3
73	19920414	7.6
73	19920415	7.4
73	19920416	6.4
73	19920417	2.0
73	19920418	5.2
73	19920419	8.3
73	19920420	6.6
73	19920421	5.4
